date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:26:34	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9f06b91c-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/closest.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/closest.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:35	30/30	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jul%202022%2008:26:34%20GMT	https://sgtm.qualtrics.com/gtm.js?id=	C:/My%20Web%20Sites/Lumber%20project/sgtm.qualtrics.com/gtm.125445.delayed	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:35	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%2215d9d-5e0e23c1a0745-gzip%22	https://www.qualtrics.com/assets/dist/js/libraries/jquery-3.6.0.min.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/libraries/jquery-3.6.0.min.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:35	60757/60757	---M-Z	200	added ('OK')	application/javascript	etag:%22ed55-5d94020a2f996-gzip%22	https://www.qualtrics.com/assets/dist/js/modules/styles.js?v=51	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/modules/styles259b.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:36	37644/37644	---M-Z	200	added ('OK')	text/css	etag:%22930c-5e0e292aefb32-gzip%22	https://www.qualtrics.com/assets/dist/css/main-nav.css?v=76	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/css/main-nav23b1.css	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:36	65037/65037	---M-Z	200	added ('OK')	application/javascript	etag:%22fe0d-5d94020a74242-gzip%22	https://www.qualtrics.com/assets/dist/js/modules/main-nav_v1.js?v=63	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/modules/main-nav_v11b3b.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:37	41044/41044	---M--	200	added ('OK')	image/jpeg	etag:%221cfbd6e381ae91c87a49ebd616f940de%22	https://www.qualtrics.com/m/assets/uk/wp-content/uploads/2020/05/sample-size.jpg	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/uk/wp-content/uploads/2020/05/sample-size.jpg	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:37	7057/7057	---M--	200	added ('OK')	image/png	etag:%22d162b17f164eea1b6bdad29a565757e2%22	https://www.qualtrics.com/m/assets/wp-content/uploads/2020/04/Sample-size-formula-graphic-1.png	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/wp-content/uploads/2020/04/Sample-size-formula-graphic-1.png	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:37	28360/28360	---M--	200	added ('OK')	image/jpeg	etag:%22bbb448bdb9b10ec10f4f43fed07d87d9%22	https://www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/10/np-sampling-300x300.jpeg	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/10/np-sampling-300x300.jpg	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:38	32639/32639	---M--	200	added ('OK')	image/jpeg	etag:%22150ff0512cef58fa1c9f81adbd046218%22	https://www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/09/sq-walking-300x300.jpeg	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/09/sq-walking-300x300.jpg	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:38	43732/43732	---M--	200	added ('OK')	image/jpeg	etag:%22f76edbb5973fae03532e26817d6bd370%22	https://www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/09/srs-300x300.jpg	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/09/srs-300x300.jpg	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:38	25480/25480	---M--	200	added ('OK')	image/jpeg	etag:%22c967cae3934f38939ac37374d1e4bdb8%22	https://www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/08/simple-random-sampling-300x300.jpeg	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/08/simple-random-sampling-300x300.jpg	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:38	20350/20350	---M--	200	added ('OK')	image/jpeg	etag:%22c6ec3a9f72b300abbeec78f4a542832f%22	https://www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/02/sampling-methods-300x300.jpg	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/uk/wp-content/uploads/2021/02/sampling-methods-300x300.jpg	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:39	14337/14337	---M--	200	added ('OK')	image/jpeg	etag:%2264b8b314c4bebe5d4105d3d6d45f1dff%22	https://www.qualtrics.com/m/assets/uk/wp-content/uploads/2020/09/sampling-errors-300x300.jpg	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/m/assets/uk/wp-content/uploads/2020/09/sampling-errors-300x300.jpg	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:39	1315/1315	---M-Z	200	added ('OK')	application/javascript	etag:%22523-5e0e23c354559-gzip%22	https://www.qualtrics.com/assets/dist/js/pages/content-hub-content.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/pages/content-hub-content.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:40	136236/136236	---M-Z	200	added ('OK')	application/javascript	etag:%222142c-5e0e23c1a4d92-gzip%22	https://www.qualtrics.com/assets/dist/js/libraries/swiper.min.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/libraries/swiper.min.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:40	41597/41597	---M-Z	200	added ('OK')	application/javascript	etag:%22a27d-5e0e23c28c225-gzip%22	https://www.qualtrics.com/assets/dist/js/modules/xm-hub.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/modules/xm-hub.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:45	211231/211231	---MCZ	200	added ('OK')	application/x-javascript	etag:%221e1681-3391f-5e16ebec83fc0%22	http://success.qualtrics.com/js/forms2/js/forms2.min.js	C:/My%20Web%20Sites/Lumber%20project/success.qualtrics.com/js/forms2/js/forms2.min.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:46	3732/3732	---M-Z	200	added ('OK')	application/javascript	etag:%22e94-5e0e23c33b300-gzip%22	https://www.qualtrics.com/assets/dist/js/libraries/teknkl-simpledto-1.0.4.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/libraries/teknkl-simpledto-1.0.4.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:46	155972/155972	---M-Z	200	added ('OK')	application/javascript	etag:%2226144-5e07f393941af-gzip%22	https://www.qualtrics.com/assets/dist/js/modules/marketo.js?v=69	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/modules/marketo76ae.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:48	13367/13367	---M-Z	200	added ('OK')	text/css	etag:%225438e0-3437-5e16ebec83fc0%22	https://success.qualtrics.com/js/forms2/css/forms2.css	C:/My%20Web%20Sites/Lumber%20project/success.qualtrics.com/js/forms2/css/forms2.css	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:48	828/828	---M-Z	200	added ('OK')	text/css	etag:%225438de-33c-5e16ebec83fc0%22	https://success.qualtrics.com/js/forms2/css/forms2-theme-plain.css	C:/My%20Web%20Sites/Lumber%20project/success.qualtrics.com/js/forms2/css/forms2-theme-plain.css	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:48	19148/19148	---M-Z	200	added ('OK')	application/javascript	etag:%224acc-5e0e23c40045f-gzip%22	https://www.qualtrics.com/assets/dist/js/libraries/popper.min.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/libraries/popper.min.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:49	58069/58069	---M-Z	200	added ('OK')	application/javascript	etag:%22e2d5-5e0e23c19e806-gzip%22	https://www.qualtrics.com/assets/dist/js/libraries/bootstrap.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/libraries/bootstrap.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:49	16184/16184	---M-Z	200	added ('OK')	application/javascript	etag:%223f38-5e0e23bde7dce-gzip%22	https://www.qualtrics.com/assets/dist/js/libraries/vimeo-player.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/libraries/vimeo-player.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:49	57669/57669	---M-Z	200	added ('OK')	application/javascript	etag:%22e145-5da5dd83ae3b6-gzip%22	https://www.qualtrics.com/assets/dist/js/modules/footer.js?v=59	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/modules/footer1896.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:50	1716/1716	---M-Z	200	added ('OK')	application/javascript	etag:%226b4-5e0e23bdd87c0-gzip%22	https://www.qualtrics.com/assets/dist/js/libraries/focus-within.min.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/libraries/focus-within.min.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:51	22445/22445	---M-Z	200	added ('OK')	application/javascript	etag:W/%2257ad-m3EaUx6495LHE8zS0+QpFP8kqM0%22	https://cdn.jsdelivr.net/npm/intersection-observer@0.7.0/intersection-observer.js	C:/My%20Web%20Sites/Lumber%20project/cdn.jsdelivr.net/npm/intersection-observer@0.7.0/intersection-observer.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:51	7521/7521	---M-Z	200	added ('OK')	application/javascript	etag:W/%221d61-wcBCP//7m5LJeuNOb3Rtiff9UGo%22	https://cdn.jsdelivr.net/npm/vanilla-lazyload@17.3.1/dist/lazyload.min.js	C:/My%20Web%20Sites/Lumber%20project/cdn.jsdelivr.net/npm/vanilla-lazyload@17.3.1/dist/lazyload.min.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:52	19913/19913	---M-Z	200	added ('OK')	application/javascript	etag:%224dc9-5e0e23c27e37d-gzip%22	https://www.qualtrics.com/assets/dist/js/modules/old-browser-detect.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/assets/dist/js/modules/old-browser-detect.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:53	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9e04eb27-gzip%22	https://www.qualtrics.com/uk/wp-content/themes/qualtrics/js/navigation.js?ver=20120206	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/wp-content/themes/qualtrics/js/navigation11a8.js	(from https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/)
08:26:58	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9d55c9f8-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/jquery.build.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/jquery.build.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:26:59	354/354	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Jul%202022%2008:26:59%20GMT	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:26:59	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9e04eb27-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/jquery.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/jquery.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:00	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9e5c22f1-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/comparators.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/comparators.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:01	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9f5b6ca2-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/fields/fieldhelpers.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/fields/fieldhelpers.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:02	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9e5c22f1-gzip%22	https://www.qualtrics.com/uk/experience-management/research/jquery.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/jquery.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:03	305/305	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Jul%202022%2008:27:03%20GMT	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/fieldHelpers.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/fieldHelpers.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:04	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9cfe4253-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/fieldhelpers.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/fieldhelpers.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:05	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9dae8209-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/measure.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/measure.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:06	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9e04eb27-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/yepnope.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/yepnope.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:06	312/312	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Jul%202022%2008:27:06%20GMT	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/fields/fieldHelpers.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/fields/fieldHelpers.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:07	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9cfe4253-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/modernizr.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/modernizr.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:07	312/312	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Jul%202022%2008:27:07%20GMT	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/fields/fieldHelpers.js	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/fields/fieldHelpers.js	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
08:27:09	1045/1045	---M--	200	added ('OK')	image/png	etag:%22560039-415-5e16ebec83fc0%22	https://success.qualtrics.com/js/forms2/images/callout-arrow-up-red.png	C:/My%20Web%20Sites/Lumber%20project/success.qualtrics.com/js/forms2/images/callout-arrow-up-red.png	(from https://success.qualtrics.com/js/forms2/css/forms2.css)
08:27:10	1052/1052	---M--	200	added ('OK')	image/png	etag:%221e167c-41c-5e16ebec83fc0%22	https://success.qualtrics.com/js/forms2/images/callout-arrow-down-green.png	C:/My%20Web%20Sites/Lumber%20project/success.qualtrics.com/js/forms2/images/callout-arrow-down-green.png	(from https://success.qualtrics.com/js/forms2/css/forms2.css)
08:27:11	255111/255111	---M-Z	404	error ('Not%20Found')	text/html	etag:%223e487-5e33b9d55c9f8-gzip%22	https://www.qualtrics.com/uk/experience-management/research/determine-sample-size/abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/Lumber%20project/www.qualtrics.com/uk/experience-management/research/determine-sample-size/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://success.qualtrics.com/js/forms2/js/forms2.min.js)
